factura_id,fecha,cliente_id,sucursal_id,producto_id,cantidad,precio_unitario,descuento,es_devolucion
F101389,2024-01-04,C00152,S99,P0070,2,1.02,0.05,False
F101389,2024-01-04,C00152,S99,P0021,3,1.53,0.05,False
F101389,2024-01-04,C00152,S99,P0030,1,2.51,0.0,False
F101389,2024-01-04,C00152,S99,P0041,1,3.84,0.0,False
F102679,2024-01-04,C00297,S02,P0073,3,1.17,0.0,False
F102679,2024-01-04,C00297,S02,P0067,2,0.97,0.0,False
F102679,2024-01-04,C00297,S02,P0057,1,4.91,0.0,False
F102679,2024-01-04,C00297,S02,P0070,2,1.02,0.0,False
F104914,2024-01-04,C00570,S04,P0004,1,0.95,0.0,False
F104914,2024-01-04,C00570,S04,P0050,2,3.0,0.0,False
F104914,2024-01-04,C00570,S04,P0042,3,3.98,0.0,False
F105138,2024-01-04,C00591,S02,P0058,2,4.82,0.0,False
F105138,2024-01-04,C00591,S02,P0014,2,0.74,0.0,False
F105391,2024-01-04,C00616,S01,P0069,17,0.9,0.0,False
F105391,2024-01-04,C00616,S01,P0012,21,0.63,0.1,False
F105391,2024-01-04,C00616,S01,P0004,44,0.95,0.1,False
F105391,2024-01-04,C00616,S01,P0056,9,5.86,0.0,False
F105391,2024-01-04,C00616,S01,P0029,40,2.85,0.0,False
F105391,2024-01-04,C00616,S01,P0062,45,4.26,0.0,False
F105391,2024-01-04,C00616,S01,P0010,9,0.65,0.0,False
F105391,2024-01-04,C00616,S01,P0003,51,1.1,0.0,False
F105391,2024-01-04,C00616,S01,P0033,50,2.18,0.0,False
F106794,2024-01-04,C00769,S02,P0010,24,0.65,0.0,False
F106794,2024-01-04,C00769,S02,P0046,18,2.73,0.15,False
F106794,2024-01-04,C00769,S02,P0062,51,4.26,0.0,False
F111055,2024-01-04,C01242,S01,P0067,1,0.97,0.0,False
F111055,2024-01-04,C01242,S01,P0007,4,0.76,0.0,False
F112803,2024-01-04,C01464,S01,P0016,3,1.85,0.0,False
F112803,2024-01-04,C01464,S01,P0005,4,1.25,0.0,False
F112803,2024-01-04,C01464,S01,P0054,1,2.84,0.0,False
F112803,2024-01-04,C01464,S01,P0065,1,1.05,0.0,False
F112803,2024-01-04,C01464,S01,P0027,3,3.19,0.0,False
F115917,2024-01-04,C01800,S99,P0016,2,1.85,0.0,False
F115917,2024-01-04,C01800,S99,P0074,2,1.01,0.0,False
F115917,2024-01-04,C01800,S99,P0018,4,1.44,0.1,False
F115917,2024-01-04,C01800,S99,P0010,3,0.65,0.0,False
F115917,2024-01-04,C01800,S99,P0029,4,2.85,0.0,False
F115917,2024-01-04,C01800,S99,P0068,3,1.05,0.0,False
C108590,2024-01-05,C00966,S01,P0069,-53,0.9,0.0,True
F101907,2024-01-05,C00216,S02,P0009,42,0.81,0.0,False
F101907,2024-01-05,C00216,S02,P0038,31,4.33,0.05,False
F101907,2024-01-05,C00216,S02,P0051,36,1.9,0.0,False
F101907,2024-01-05,C00216,S02,P0022,57,1.55,0.0,False
F101907,2024-01-05,C00216,S02,P0072,21,1.18,0.0,False
F101907,2024-01-05,C00216,S02,P0062,49,4.26,0.15,False
F101907,2024-01-05,C00216,S02,P0014,59,0.74,0.0,False
F101907,2024-01-05,C00216,S02,P0025,38,1.36,0.0,False
F103319,2024-01-05,C00374,S99,P0010,4,0.65,0.0,False
F103319,2024-01-05,C00374,S99,P0028,4,3.42,0.0,False
F107704,2024-01-05,C00878,S99,P0037,4,3.93,0.0,False
F107704,2024-01-05,C00878,S99,P0017,3,1.51,0.0,False
F108497,2024-01-05,C00957,S99,P0042,4,3.98,0.0,False
F108497,2024-01-05,C00957,S99,P0004,4,0.95,0.0,False
F108497,2024-01-05,C00957,S99,P0032,4,2.15,0.0,False
F108497,2024-01-05,C00957,S99,P0072,1,1.18,0.0,False
F108497,2024-01-05,C00957,S99,P0044,2,2.91,0.05,False
F108497,2024-01-05,C00957,S99,P0048,3,2.82,0.0,False
F109417,2024-01-05,C01059,S01,P0039,2,3.94,0.0,False
F109417,2024-01-05,C01059,S01,P0010,2,0.65,0.0,False
F109709,2024-01-05,C01084,S02,P0017,1,1.51,0.1,False
F109709,2024-01-05,C01084,S02,P0065,3,1.05,0.1,False
F111461,2024-01-05,C01304,S05,P0010,4,0.65,0.0,False
F111461,2024-01-05,C01304,S05,P0016,2,1.85,0.0,False
F111461,2024-01-05,C01304,S05,P0064,4,0.97,0.0,False
F111461,2024-01-05,C01304,S05,P0001,4,1.12,0.0,False
F111461,2024-01-05,C01304,S05,P0016,1,1.85,0.15,False
F115430,2024-01-05,C01737,S02,P0052,25,2.46,0.0,False
F115430,2024-01-05,C01737,S02,P0049,59,3.66,0.0,False
F115430,2024-01-05,C01737,S02,P0035,36,1.74,0.0,False
F115430,2024-01-05,C01737,S02,P0028,37,3.42,0.0,False
F115430,2024-01-05,C01737,S02,P0015,12,1.38,0.0,False
F115430,2024-01-05,C01737,S02,P0041,16,3.84,0.0,False
F115430,2024-01-05,C01737,S02,P0058,55,4.82,0.0,False
F102209,2024-01-06,C00253,S05,P0012,35,0.63,0.0,False
F102209,2024-01-06,C00253,S05,P0044,52,2.91,0.0,False
F102209,2024-01-06,C00253,S05,P0067,16,0.97,0.0,False
F102209,2024-01-06,C00253,S05,P0062,15,4.26,0.0,False
F102209,2024-01-06,C00253,S05,P0007,14,0.76,0.0,False
F102209,2024-01-06,C00253,S05,P0073,31,1.17,0.0,False
F102209,2024-01-06,C00253,S05,P0056,39,5.86,0.0,False
F102209,2024-01-06,C00253,S05,P0054,58,2.84,0.0,False
F102209,2024-01-06,C00253,S05,P0016,42,1.85,0.1,False
F102209,2024-01-06,C00253,S05,P0031,54,2.52,0.0,False
F102209,2024-01-06,C00253,S05,P0049,22,3.66,0.05,False
F102406,2024-01-06,C00269,S99,P0041,29,3.84,0.0,False
F102406,2024-01-06,C00269,S99,P0014,8,0.74,0.05,False
F102406,2024-01-06,C00269,S99,P0065,40,1.05,0.0,False
F104127,2024-01-06,C00473,S02,P0061,2,4.14,0.0,False
F104127,2024-01-06,C00473,S02,P0001,2,1.12,0.0,False
F104127,2024-01-06,C00473,S02,P0053,1,2.67,0.0,False
F107209,2024-01-06,C00813,S02,P0002,17,1.04,0.0,False
F107209,2024-01-06,C00813,S02,P0067,49,0.97,0.0,False
F107209,2024-01-06,C00813,S02,P0055,54,2.9,0.0,False
F107209,2024-01-06,C00813,S02,P0017,28,1.51,0.0,False
F107209,2024-01-06,C00813,S02,P0047,45,2.65,0.1,False
F107209,2024-01-06,C00813,S02,P0056,38,5.86,0.0,False
F111907,2024-01-06,C01366,S04,P0006,2,1.24,0.1,False
F111907,2024-01-06,C01366,S04,P0070,4,1.02,0.05,False
F112655,2024-01-06,C01448,S01,P0025,3,1.36,0.05,False
F112655,2024-01-06,C01448,S01,P0024,1,1.95,0.0,False
F112655,2024-01-06,C01448,S01,P0033,3,2.18,0.0,False
F112655,2024-01-06,C01448,S01,P0010,3,0.65,0.1,False
F113566,2024-01-06,C01543,S99,P0049,58,3.66,0.0,False
F113566,2024-01-06,C01543,S99,P0063,50,1.03,0.0,False
F114777,2024-01-06,C01675,S99,P0006,1,1.24,0.05,False
F114777,2024-01-06,C01675,S99,P0044,1,2.91,0.1,False
F114777,2024-01-06,C01675,S99,P0032,1,2.15,0.0,False
F114777,2024-01-06,C01675,S99,P0029,1,2.85,0.0,False
F114777,2024-01-06,C01675,S99,P0014,3,0.74,0.0,False
F114777,2024-01-06,C01675,S99,P0062,4,4.26,0.0,False
F115558,2024-01-06,C01752,S03,P0015,22,1.38,0.0,False
F115558,2024-01-06,C01752,S03,P0009,45,0.81,0.0,False
F115558,2024-01-06,C01752,S03,P0003,30,1.1,0.0,False
F115558,2024-01-06,C01752,S03,P0039,11,3.94,0.1,False
F115558,2024-01-06,C01752,S03,P0011,46,0.79,0.1,False
F115558,2024-01-06,C01752,S03,P0031,55,2.52,0.0,False
C115917,2024-01-07,C01800,S99,P0074,-2,1.01,0.0,True
F103536,2024-01-07,C00401,S99,P0051,1,1.9,0.0,False
F103536,2024-01-07,C00401,S99,P0031,2,2.52,0.0,False
F103536,2024-01-07,C00401,S99,P0024,1,1.95,0.05,False
F106395,2024-01-07,C00723,S99,P0015,1,1.38,0.05,False
F106395,2024-01-07,C00723,S99,P0041,1,3.84,0.0,False
F106395,2024-01-07,C00723,S99,P0062,3,4.26,0.0,False
F106395,2024-01-07,C00723,S99,P0035,2,1.74,0.05,False
F106395,2024-01-07,C00723,S99,P0061,3,4.14,0.0,False
F106395,2024-01-07,C00723,S99,P0054,2,2.84,0.05,False
F111220,2024-01-07,C01266,S01,P0048,1,2.82,0.0,False
F111220,2024-01-07,C01266,S01,P0049,2,3.66,0.0,False
F111220,2024-01-07,C01266,S01,P0023,2,1.55,0.05,False
F111220,2024-01-07,C01266,S01,P0065,1,1.05,0.1,False
F111220,2024-01-07,C01266,S01,P0055,3,2.9,0.0,False
F111220,2024-01-07,C01266,S01,P0022,1,1.55,0.0,False
F111443,2024-01-07,C01300,S03,P0009,3,0.81,0.0,False
F111443,2024-01-07,C01300,S03,P0003,1,1.1,0.0,False
F111443,2024-01-07,C01300,S03,P0013,2,0.86,0.05,False
F111443,2024-01-07,C01300,S03,P0058,2,4.82,0.0,False
F111579,2024-01-07,C01327,S99,P0053,4,2.67,0.05,False
F111579,2024-01-07,C01327,S99,P0009,1,0.81,0.0,False
F114716,2024-01-07,C01666,S99,P0001,3,1.12,0.05,False
F114716,2024-01-07,C01666,S99,P0033,2,2.18,0.0,False
F114716,2024-01-07,C01666,S99,P0054,4,2.84,0.0,False
F114716,2024-01-07,C01666,S99,P0034,1,2.12,0.0,False
F114716,2024-01-07,C01666,S99,P0059,3,5.91,0.0,False
F115232,2024-01-07,C01718,S03,P0012,50,0.63,0.0,False
F115232,2024-01-07,C01718,S03,P0057,27,4.91,0.1,False
F115232,2024-01-07,C01718,S03,P0010,26,0.65,0.0,False
F100654,2024-01-08,C00070,S01,P0060,4,5.04,0.05,False
F100654,2024-01-08,C00070,S01,P0031,1,2.52,0.0,False
F100654,2024-01-08,C00070,S01,P0008,1,0.89,0.1,False
F100654,2024-01-08,C00070,S01,P0044,2,2.91,0.0,False
F100654,2024-01-08,C00070,S01,P0007,2,0.76,0.15,False
F100654,2024-01-08,C00070,S01,P0049,2,3.66,0.05,False
F101139,2024-01-08,C00120,S99,P0070,3,1.02,0.0,False
F101139,2024-01-08,C00120,S99,P0050,4,3.0,0.0,False
F101901,2024-01-08,C00216,S02,P0073,16,1.17,0.0,False
F101901,2024-01-08,C00216,S02,P0059,15,5.91,0.0,False
F101901,2024-01-08,C00216,S02,P0021,27,1.53,0.0,False
F101901,2024-01-08,C00216,S02,P0026,26,2.52,0.0,False
F101901,2024-01-08,C00216,S02,P0012,55,0.63,0.0,False
F101901,2024-01-08,C00216,S02,P0042,16,3.98,0.0,False
F101901,2024-01-08,C00216,S02,P0019,37,1.37,0.0,False
F101901,2024-01-08,C00216,S02,P0050,41,3.0,0.05,False
F101901,2024-01-08,C00216,S02,P0044,21,2.91,0.0,False
F101901,2024-01-08,C00216,S02,P0052,9,2.46,0.1,False
F101970,2024-01-08,C00224,S02,P0061,4,4.14,0.0,False
F101970,2024-01-08,C00224,S02,P0001,1,1.12,0.05,False
F101970,2024-01-08,C00224,S02,P0054,4,2.84,0.0,False
F101970,2024-01-08,C00224,S02,P0014,3,0.74,0.0,False
F101970,2024-01-08,C00224,S02,P0052,3,2.46,0.05,False
F102292,2024-01-08,C00260,S05,P0065,3,1.05,0.0,False
F102292,2024-01-08,C00260,S05,P0011,3,0.79,0.0,False
F102292,2024-01-08,C00260,S05,P0045,2,2.8,0.0,False
F102292,2024-01-08,C00260,S05,P0023,2,1.55,0.0,False
F102292,2024-01-08,C00260,S05,P0052,1,2.46,0.0,False
F102647,2024-01-08,C00295,S05,P0038,57,4.33,0.0,False
F102647,2024-01-08,C00295,S05,P0015,20,1.38,0.0,False
F102647,2024-01-08,C00295,S05,P0007,44,0.76,0.05,False
F102647,2024-01-08,C00295,S05,P0014,54,0.74,0.0,False
F102647,2024-01-08,C00295,S05,P0012,24,0.63,0.0,False
F102647,2024-01-08,C00295,S05,P0049,58,3.66,0.0,False
F102647,2024-01-08,C00295,S05,P0018,25,1.44,0.0,False
F102647,2024-01-08,C00295,S05,P0033,24,2.18,0.0,False
F102647,2024-01-08,C00295,S05,P0022,36,1.55,0.0,False
F102647,2024-01-08,C00295,S05,P0057,32,4.91,0.0,False
F102647,2024-01-08,C00295,S05,P0053,43,2.67,0.0,False
F104968,2024-01-08,C00574,S01,P0019,15,1.37,0.0,False
F104968,2024-01-08,C00574,S01,P0071,45,1.12,0.0,False
F104968,2024-01-08,C00574,S01,P0003,47,1.1,0.0,False
F108188,2024-01-08,C00925,S02,P0056,31,5.86,0.0,False
F108188,2024-01-08,C00925,S02,P0053,52,2.67,0.0,False
F108188,2024-01-08,C00925,S02,P0012,43,0.63,0.15,False
F108188,2024-01-08,C00925,S02,P0057,13,4.91,0.0,False
F108188,2024-01-08,C00925,S02,P0001,12,1.12,0.0,False
F108188,2024-01-08,C00925,S02,P0062,15,4.26,0.0,False
F108188,2024-01-08,C00925,S02,P0008,20,0.89,0.15,False
F108188,2024-01-08,C00925,S02,P0027,28,3.19,0.0,False
F108188,2024-01-08,C00925,S02,P0042,57,3.98,0.0,False
F109654,2024-01-08,C01082,S04,P0039,1,3.94,0.0,False
F109654,2024-01-08,C01082,S04,P0071,2,1.12,0.0,False
F111195,2024-01-08,C01259,S02,P0036,1,2.02,0.0,False
F111195,2024-01-08,C01259,S02,P0030,2,2.51,0.0,False
F111195,2024-01-08,C01259,S02,P0044,3,2.91,0.0,False
F111195,2024-01-08,C01259,S02,P0074,3,1.01,0.0,False
F113660,2024-01-08,C01552,S01,P0066,4,0.89,0.0,False
F113660,2024-01-08,C01552,S01,P0033,3,2.18,0.0,False
F114535,2024-01-08,C01650,S04,P0046,2,2.73,0.0,False
F114535,2024-01-08,C01650,S04,P0020,1,1.57,0.0,False
F115527,2024-01-08,C01751,S02,P0055,1,2.9,0.0,False
F115527,2024-01-08,C01751,S02,P0063,4,1.03,0.05,False
F115527,2024-01-08,C01751,S02,P0047,1,2.65,0.15,False
C109424,2024-01-09,C01059,S99,P0062,-3,4.26,0.0,True
C112803,2024-01-09,C01464,S01,P0027,-3,3.19,0.0,True
F101069,2024-01-09,C00115,S05,P0067,3,0.97,0.0,False
F101069,2024-01-09,C00115,S05,P0057,2,4.91,0.15,False
F101069,2024-01-09,C00115,S05,P0011,2,0.79,0.05,False
F101393,2024-01-09,C00152,S99,P0048,1,2.82,0.15,False
F101393,2024-01-09,C00152,S99,P0071,2,1.12,0.0,False
F101393,2024-01-09,C00152,S99,P0062,2,4.26,0.0,False
F102519,2024-01-09,C00281,S03,P0011,3,0.79,0.0,False
F102519,2024-01-09,C00281,S03,P0041,3,3.84,0.0,False
F102519,2024-01-09,C00281,S03,P0031,2,2.52,0.05,False
F102519,2024-01-09,C00281,S03,P0033,3,2.18,0.0,False
F102519,2024-01-09,C00281,S03,P0024,1,1.95,0.0,False
F102938,2024-01-09,C00332,S01,P0020,31,1.57,0.0,False
F102938,2024-01-09,C00332,S01,P0033,20,2.18,0.0,False
F102938,2024-01-09,C00332,S01,P0062,45,4.26,0.1,False
F102938,2024-01-09,C00332,S01,P0060,40,5.04,0.0,False
F102938,2024-01-09,C00332,S01,P0031,57,2.52,0.0,False
F102938,2024-01-09,C00332,S01,P0001,9,1.12,0.0,False
F103273,2024-01-09,C00370,S05,P0070,38,1.02,0.0,False
F103273,2024-01-09,C00370,S05,P0050,30,3.0,0.0,False
F103273,2024-01-09,C00370,S05,P0014,26,0.74,0.0,False
F103273,2024-01-09,C00370,S05,P0008,28,0.89,0.0,False
F103273,2024-01-09,C00370,S05,P0046,18,2.73,0.0,False
F103273,2024-01-09,C00370,S05,P0051,43,1.9,0.0,False
F103273,2024-01-09,C00370,S05,P0048,26,2.82,0.1,False
F103273,2024-01-09,C00370,S05,P0018,31,1.44,0.0,False
F103273,2024-01-09,C00370,S05,P0029,19,2.85,0.0,False
F103273,2024-01-09,C00370,S05,P0061,22,4.14,0.05,False
F103827,2024-01-09,C00437,S02,P0030,4,2.51,0.0,False
F103827,2024-01-09,C00437,S02,P0011,2,0.79,0.0,False
F105280,2024-01-09,C00603,S02,P0017,3,1.51,0.0,False
F105280,2024-01-09,C00603,S02,P0046,3,2.73,0.0,False
F105280,2024-01-09,C00603,S02,P0023,1,1.55,0.0,False
F107001,2024-01-09,C00794,S02,P0059,45,5.91,0.0,False
F107001,2024-01-09,C00794,S02,P0039,52,3.94,0.05,False
F107001,2024-01-09,C00794,S02,P0054,47,2.84,0.0,False
